"genero","posicion","nombre","id_pelicula"
"DR","27","La condición humana III: La plegaria del soldado  (1961)   ","https://www.filmaffinity.com/es/film106223.html"
"DR","28","American History X  (1998)   ","https://www.filmaffinity.com/es/film261972.html"
"DR","29","Cinema Paradiso  (1988)   ","https://www.filmaffinity.com/es/film420972.html"
"DR","30","Vivir (Ikiru)  (1952)   ","https://www.filmaffinity.com/es/film246184.html"
"FAN","1","Qué bello es vivir  (1946)   ","https://www.filmaffinity.com/es/film682814.html"
"FAN","2","Cuentos de la luna pálida  (1953)   ","https://www.filmaffinity.com/es/film568981.html"
"FAN","3","El señor de los anillos: El retorno del rey  (2003)   ","https://www.filmaffinity.com/es/film226427.html"
"FAN","4","El viaje de Chihiro  (2001)   ","https://www.filmaffinity.com/es/film759533.html"
"FAN","5","Fausto  (1926)   ","https://www.filmaffinity.com/es/film486931.html"
"FAN","6","El señor de los anillos: La comunidad del anillo  (2001)   ","https://www.filmaffinity.com/es/film750283.html"
"FAN","7","La princesa Mononoke  (1997)   ","https://www.filmaffinity.com/es/film890814.html"
"FAN","8","Coco  (2017)   ","https://www.filmaffinity.com/es/film893369.html"
"FAN","9","El señor de los anillos: Las dos torres  (2002)   ","https://www.filmaffinity.com/es/film944222.html"
"FAN","10","Los Nibelungos: La muerte de Sigfrido (Los Nibelungos Parte I)  (1924)   ","https://www.filmaffinity.com/es/film848808.html"
"FAN","11","Matrix  (1999)   ","https://www.filmaffinity.com/es/film932476.html"
"FAN","12","Toy Story 3  (2010)   ","https://www.filmaffinity.com/es/film612761.html"
"FAN","13","La milla verde  (1999)   ","https://www.filmaffinity.com/es/film463120.html"
"FAN","14","Big Fish  (2003)   ","https://www.filmaffinity.com/es/film974553.html"
"FAN","15","El muelle (La Jetée)  (1962)   ","https://www.filmaffinity.com/es/film677007.html"
"FAN","16","La carreta fantasma  (1921)   ","https://www.filmaffinity.com/es/film278865.html"
"FAN","17","La muerte cansada  (1921)   ","https://www.filmaffinity.com/es/film830094.html"
"FAN","18","The Stanley Parable  (2013)   ","https://www.filmaffinity.com/es/film738053.html"
"FAN","19","Los Nibelungos: La venganza de Krimilda (Los Nibelungos Parte II)  (1924)   ","https://www.filmaffinity.com/es/film666625.html"
"FAN","20","Macario  (1960)   ","https://www.filmaffinity.com/es/film632795.html"
"FAN","21","El castillo ambulante  (2004)   ","https://www.filmaffinity.com/es/film191978.html"
"FAN","22","Del revés (Inside Out)  (2015)   ","https://www.filmaffinity.com/es/film135623.html"
"FAN","23","Eduardo Manostijeras  (1990)   ","https://www.filmaffinity.com/es/film827774.html"
"FAN","24","Pink Floyd: El muro (Vídeo musical) (1982)   ","https://www.filmaffinity.com/es/film352368.html"
"FAN","25","Your Name  (2016)   ","https://www.filmaffinity.com/es/film307521.html"
"FAN","26","Shrek  (2001)   ","https://www.filmaffinity.com/es/film494558.html"
"FAN","27","Jennie  (1948)   ","https://www.filmaffinity.com/es/film104497.html"
"FAN","28","Milagro en Milán  (1951)   ","https://www.filmaffinity.com/es/film522026.html"
"FAN","29","Onibaba  (1964)   ","https://www.filmaffinity.com/es/film375113.html"
"FAN","30","Toy Story  (1995)   ","https://www.filmaffinity.com/es/film459936.html"
"INF","1","El rey león  (1994)   ","https://www.filmaffinity.com/es/film419029.html"
"INF","2","Toy Story 3  (2010)   ","https://www.filmaffinity.com/es/film612761.html"
"INF","3","Up  (2009)   ","https://www.filmaffinity.com/es/film777460.html"
"INF","4","WALL•E  (2008)   ","https://www.filmaffinity.com/es/film744679.html"
"INF","5","Toy Story  (1995)   ","https://www.filmaffinity.com/es/film459936.html"
"INF","6","Mi vecino Totoro  (1988)   ","https://www.filmaffinity.com/es/film646631.html"
"INF","7","El globo rojo  (1956)   ","https://www.filmaffinity.com/es/film995259.html"
"INF","8","Monstruos, S.A.  (2001)   ","https://www.filmaffinity.com/es/film265575.html"
"INF","9","La canción del mar  (2014)   ","https://www.filmaffinity.com/es/film696917.html"
"INF","10","Buscando a Nemo  (2003)   ","https://www.filmaffinity.com/es/film479365.html"
"INF","11","Ernest & Célestine  (2012)   ","https://www.filmaffinity.com/es/film973627.html"
"INF","12","Trapito  (1975)   ","https://www.filmaffinity.com/es/film729656.html"
"INF","13","Aladdin  (1992)   ","https://www.filmaffinity.com/es/film800220.html"
"INF","14","Fantasía  (1940)   ","https://www.filmaffinity.com/es/film565874.html"
"INF","15","Ponyo en el acantilado  (2008)   ","https://www.filmaffinity.com/es/film576841.html"
"INF","16","Ratatouille  (2007)   ","https://www.filmaffinity.com/es/film496720.html"
"INF","17","La bella y la bestia  (1991)   ","https://www.filmaffinity.com/es/film966887.html"
"INF","18","Mr. Dough and the Egg Princess (C) (2010)   ","https://www.filmaffinity.com/es/film386178.html"
"INF","19","Fantástica aventura  (1977)   ","https://www.filmaffinity.com/es/film593138.html"
"INF","20","La edad de hielo (Ice Age)  (2002)   ","https://www.filmaffinity.com/es/film221296.html"
"INF","21","Cómo entrenar a tu dragón  (2010)   ","https://www.filmaffinity.com/es/film992704.html"
"INF","22","El libro de la selva  (1967)   ","https://www.filmaffinity.com/es/film607008.html"
"INF","23","Arrietty y el mundo de los diminutos  (2010)   ","https://www.filmaffinity.com/es/film137389.html"
"INF","24","El gigante de hierro  (1999)   ","https://www.filmaffinity.com/es/film936434.html"
"INF","25","El rey y el ruiseñor (Le Roi et l'oiseau)  (1979)   ","https://www.filmaffinity.com/es/film151782.html"
"INF","26","El niño y el mundo  (2013)   ","https://www.filmaffinity.com/es/film298900.html"
"INF","27","El vuelo de los dragones  (1982)   ","https://www.filmaffinity.com/es/film529486.html"
"INF","28","Mary Poppins  (1964)   ","https://www.filmaffinity.com/es/film213137.html"
"INF","29","Zootrópolis  (2016)   ","https://www.filmaffinity.com/es/film637729.html"
"INF","30","Toy Story 4  (2019)   ","https://www.filmaffinity.com/es/film160410.html"
"INT","1","Doce hombres sin piedad  (1957)   ","https://www.filmaffinity.com/es/film695552.html"
"INT","2","Testigo de cargo  (1957)   ","https://www.filmaffinity.com/es/film667376.html"
"INT","3","El golpe  (1973)   ","https://www.filmaffinity.com/es/film385464.html"
"INT","4","Ser o no ser  (1942)   ","https://www.filmaffinity.com/es/film684718.html"
"INT","5","Perdición  (1944)   ","https://www.filmaffinity.com/es/film207165.html"
"INT","6","El infierno del odio  (1963)   ","https://www.filmaffinity.com/es/film914275.html"
"INT","7","Psicosis  (1960)   ","https://www.filmaffinity.com/es/film363992.html"
"INT","8","M, el vampiro de Düsseldorf  (1931)   ","https://www.filmaffinity.com/es/film875960.html"
"INT","9","Seven  (1995)   ","https://www.filmaffinity.com/es/film575149.html"
"INT","10","Con la muerte en los talones  (1959)   ","https://www.filmaffinity.com/es/film351704.html"
"INT","11","Vértigo (De entre los muertos)  (1958)   ","https://www.filmaffinity.com/es/film647094.html"
"INT","12","Rebeca  (1940)   ","https://www.filmaffinity.com/es/film167667.html"
"INT","13","El tercer hombre  (1949)   ","https://www.filmaffinity.com/es/film357391.html"
"INT","14","La ventana indiscreta  (1954)   ","https://www.filmaffinity.com/es/film802694.html"
"INT","15","El silencio de los corderos  (1991)   ","https://www.filmaffinity.com/es/film768790.html"
"INT","16","La huella  (1972)   ","https://www.filmaffinity.com/es/film669546.html"
"INT","17","Sed de mal  (1958)   ","https://www.filmaffinity.com/es/film127610.html"
"INT","18","Crimen perfecto  (1954)   ","https://www.filmaffinity.com/es/film899445.html"
"INT","19","Persona  (1966)   ","https://www.filmaffinity.com/es/film878836.html"
"INT","20","Los sobornados  (1953)   ","https://www.filmaffinity.com/es/film718330.html"
"INT","21","Twin Peaks - Episodio piloto  (1990)   ","https://www.filmaffinity.com/es/film416085.html"
"INT","22","Laura  (1944)   ","https://www.filmaffinity.com/es/film933523.html"
"INT","23","La noche del cazador  (1955)   ","https://www.filmaffinity.com/es/film488593.html"
"INT","24","El sueño eterno  (1946)   ","https://www.filmaffinity.com/es/film683323.html"
"INT","25","Encadenados  (1946)   ","https://www.filmaffinity.com/es/film144054.html"
"INT","26","La mujer del cuadro  (1944)   ","https://www.filmaffinity.com/es/film729872.html"
"INT","27","Retorno al pasado  (1947)   ","https://www.filmaffinity.com/es/film309712.html"
"INT","28","El secreto de sus ojos  (2009)   ","https://www.filmaffinity.com/es/film313601.html"
"INT","29","La soga  (1948)   ","https://www.filmaffinity.com/es/film425873.html"
"INT","30","Rashomon  (1950)   ","https://www.filmaffinity.com/es/film164638.html"
"MU","1","Hamilton  (2020)   ","https://www.filmaffinity.com/es/film534778.html"
"MU","2","Sopa de ganso  (1933)   ","https://www.filmaffinity.com/es/film579952.html"
"MU","3","Cantando bajo la lluvia  (1952)   ","https://www.filmaffinity.com/es/film432676.html"
"MU","4","Michael Jackson's Thriller (Vídeo musical) (1983)   ","https://www.filmaffinity.com/es/film571895.html"
"MU","5","El rey león  (1994)   ","https://www.filmaffinity.com/es/film419029.html"
"MU","6","US Go Home (TV) (1994)   ","https://www.filmaffinity.com/es/film376854.html"
"MU","7","Cabaret  (1972)   ","https://www.filmaffinity.com/es/film307971.html"
"MU","8","Pink Floyd: El muro (Vídeo musical) (1982)   ","https://www.filmaffinity.com/es/film352368.html"
"MU","9","Las zapatillas rojas  (1948)   ","https://www.filmaffinity.com/es/film843502.html"
"MU","10","Pesadilla antes de Navidad  (1993)   ","https://www.filmaffinity.com/es/film366417.html"
"MU","11","Melodías de Broadway 1955  (1953)   ","https://www.filmaffinity.com/es/film355419.html"
"MU","12","Rent: Filmed Live on Broadway  (2008)   ","https://www.filmaffinity.com/es/film210831.html"
"MU","13","Hedwig y The Angry Inch  (2001)   ","https://www.filmaffinity.com/es/film677791.html"
"MU","14","My Fair Lady (Mi bella dama)  (1964)   ","https://www.filmaffinity.com/es/film317417.html"
"MU","15","Bailar en la oscuridad  (2000)   ","https://www.filmaffinity.com/es/film552917.html"
"MU","16","Michael Jackson: Smooth Criminal (Vídeo musical) (1988)   ","https://www.filmaffinity.com/es/film789662.html"
"MU","17","Femmes femmes  (1974)   ","https://www.filmaffinity.com/es/film789750.html"
"MU","18","El violinista en el tejado  (1971)   ","https://www.filmaffinity.com/es/film540024.html"
"MU","19","3 Idiots  (2009)   ","https://www.filmaffinity.com/es/film591163.html"
"MU","20","Into the Woods (TV) (1991)   ","https://www.filmaffinity.com/es/film565086.html"
"MU","21","All That Jazz (Empieza el espectáculo)  (1979)   ","https://www.filmaffinity.com/es/film305371.html"
"MU","22","A-ha: Take On Me (Vídeo musical) (1985)   ","https://www.filmaffinity.com/es/film852164.html"
"MU","23","Billy Elliot. The Musical Live  (2014)   ","https://www.filmaffinity.com/es/film109470.html"
"MU","24","La leyenda de la ciudad sin nombre  (1969)   ","https://www.filmaffinity.com/es/film689189.html"
"MU","25","La ciudad de las estrellas (La La Land)  (2016)   ","https://www.filmaffinity.com/es/film689956.html"
"MU","26","Trapito  (1975)   ","https://www.filmaffinity.com/es/film729656.html"
"MU","27","La flor  (2018)   ","https://www.filmaffinity.com/es/film930412.html"
"MU","28","El mago de Oz  (1939)   ","https://www.filmaffinity.com/es/film615537.html"
"MU","29","American Pop  (1981)   ","https://www.filmaffinity.com/es/film657940.html"
"MU","30","Aladdin  (1992)   ","https://www.filmaffinity.com/es/film800220.html"
"RO","1","Luces de la ciudad  (1931)   ","https://www.filmaffinity.com/es/film750301.html"
"RO","2","Amanecer  (1927)   ","https://www.filmaffinity.com/es/film357856.html"
"RO","3","El apartamento  (1960)   ","https://www.filmaffinity.com/es/film795770.html"
"RO","4","Casablanca  (1942)   ","https://www.filmaffinity.com/es/film165208.html"
"RO","5","Candilejas  (1952)   ","https://www.filmaffinity.com/es/film186605.html"
"RO","6","Forrest Gump  (1994)   ","https://www.filmaffinity.com/es/film444796.html"
"RO","7","Los niños del paraíso  (1945)   ","https://www.filmaffinity.com/es/film532337.html"
"RO","8","Días de vino y rosas  (1962)   ","https://www.filmaffinity.com/es/film409543.html"
"RO","9","La heredera  (1949)   ","https://www.filmaffinity.com/es/film627892.html"
"RO","10","El viento  (1928)   ","https://www.filmaffinity.com/es/film631269.html"
"RO","11","Manhattan  (1979)   ","https://www.filmaffinity.com/es/film448855.html"
"RO","12","Cantando bajo la lluvia  (1952)   ","https://www.filmaffinity.com/es/film432676.html"
"RO","13","Breve encuentro  (1945)   ","https://www.filmaffinity.com/es/film553666.html"
"RO","14","Historia del último crisantemo  (1939)   ","https://www.filmaffinity.com/es/film937169.html"
"RO","15","Historias de Filadelfia  (1940)   ","https://www.filmaffinity.com/es/film567410.html"
"RO","16","Los amantes crucificados  (1954)   ","https://www.filmaffinity.com/es/film890988.html"
"RO","17","Annie Hall  (1977)   ","https://www.filmaffinity.com/es/film487991.html"
"RO","18","El bazar de las sorpresas  (1940)   ","https://www.filmaffinity.com/es/film778099.html"
"RO","19","Carta de una desconocida  (1948)   ","https://www.filmaffinity.com/es/film898985.html"
"RO","20","El hombre tranquilo  (1952)   ","https://www.filmaffinity.com/es/film856214.html"
"RO","21","La mamá y la puta  (1973)   ","https://www.filmaffinity.com/es/film672140.html"
"RO","22","La fiera de mi niña  (1938)   ","https://www.filmaffinity.com/es/film290267.html"
"RO","23","Horizontes de grandeza  (1958)   ","https://www.filmaffinity.com/es/film825943.html"
"RO","24","Luna nueva  (1940)   ","https://www.filmaffinity.com/es/film230562.html"
"RO","25","Él  (1953)   ","https://www.filmaffinity.com/es/film422703.html"
"RO","26","Ninotchka  (1939)   ","https://www.filmaffinity.com/es/film891464.html"
"RO","27","La regla del juego  (1939)   ","https://www.filmaffinity.com/es/film554883.html"
"RO","28","O Som da Terra a Tremer  (1990)   ","https://www.filmaffinity.com/es/film599238.html"
"RO","29","Doctor Zhivago  (1965)   ","https://www.filmaffinity.com/es/film977246.html"
"RO","30","L'Atalante  (1934)   ","https://www.filmaffinity.com/es/film165447.html"
"TE","1","Psicosis  (1960)   ","https://www.filmaffinity.com/es/film363992.html"
"TE","2","La parada de los monstruos  (1932)   ","https://www.filmaffinity.com/es/film970488.html"
"TE","3","El resplandor  (1980)   ","https://www.filmaffinity.com/es/film598422.html"
"TE","4","El gabinete del doctor Caligari  (1920)   ","https://www.filmaffinity.com/es/film446167.html"
"TE","5","Fausto  (1926)   ","https://www.filmaffinity.com/es/film486931.html"
"TE","6","Alien, el octavo pasajero  (1979)   ","https://www.filmaffinity.com/es/film708792.html"
"TE","7","Las diabólicas  (1955)   ","https://www.filmaffinity.com/es/film159554.html"
"TE","8","Nosferatu  (1922)   ","https://www.filmaffinity.com/es/film238028.html"
"TE","9","Michael Jackson's Thriller (Vídeo musical) (1983)   ","https://www.filmaffinity.com/es/film571895.html"
"TE","10","Los pájaros  (1963)   ","https://www.filmaffinity.com/es/film347306.html"
"TE","11","Suspense  (1961)   ","https://www.filmaffinity.com/es/film385125.html"
"TE","12","Onibaba  (1964)   ","https://www.filmaffinity.com/es/film375113.html"
"TE","13","El más allá  (1964)   ","https://www.filmaffinity.com/es/film522114.html"
"TE","14","La semilla del diablo  (1968)   ","https://www.filmaffinity.com/es/film721028.html"
"TE","15","Garras humanas  (1927)   ","https://www.filmaffinity.com/es/film730704.html"
"TE","16","Pesadilla antes de Navidad  (1993)   ","https://www.filmaffinity.com/es/film366417.html"
"TE","17","La cabina (TV) (1972)   ","https://www.filmaffinity.com/es/film762673.html"
"TE","18","El Exorcista  (1973)   ","https://www.filmaffinity.com/es/film519065.html"
"TE","19","La invasión de los ladrones de cuerpos  (1956)   ","https://www.filmaffinity.com/es/film826070.html"
"TE","20","El sexto sentido  (1999)   ","https://www.filmaffinity.com/es/film607127.html"
"TE","21","Drácula de Bram Stoker  (1992)   ","https://www.filmaffinity.com/es/film763705.html"
"TE","22","El jovencito Frankenstein  (1974)   ","https://www.filmaffinity.com/es/film367692.html"
"TE","23","Repulsión  (1965)   ","https://www.filmaffinity.com/es/film163205.html"
"TE","24","El doctor Frankenstein  (1931)   ","https://www.filmaffinity.com/es/film443503.html"
"TE","25","El quimérico inquilino  (1976)   ","https://www.filmaffinity.com/es/film968575.html"
"TE","26","Los otros  (2001)   ","https://www.filmaffinity.com/es/film370368.html"
"TE","27","Misery  (1990)   ","https://www.filmaffinity.com/es/film626037.html"
"TE","28","Perfect Blue  (1997)   ","https://www.filmaffinity.com/es/film392480.html"
"TE","29","Los ojos sin rostro  (1960)   ","https://www.filmaffinity.com/es/film368901.html"
"TE","30","El hombre y el monstruo  (1931)   ","https://www.filmaffinity.com/es/film388608.html"
"TH","1","Pulp Fiction  (1994)   ","https://www.filmaffinity.com/es/film160882.html"
"TH","2","Perdición  (1944)   ","https://www.filmaffinity.com/es/film207165.html"
"TH","3","El infierno del odio  (1963)   ","https://www.filmaffinity.com/es/film914275.html"
"TH","4","Psicosis  (1960)   ","https://www.filmaffinity.com/es/film363992.html"
"TH","5","Uno de los nuestros  (1990)   ","https://www.filmaffinity.com/es/film978961.html"
"TH","6","M, el vampiro de Düsseldorf  (1931)   ","https://www.filmaffinity.com/es/film875960.html"
"TH","7","Seven  (1995)   ","https://www.filmaffinity.com/es/film575149.html"
"TH","8","El silencio de los corderos  (1991)   ","https://www.filmaffinity.com/es/film768790.html"
"TH","9","Crimen perfecto  (1954)   ","https://www.filmaffinity.com/es/film899445.html"
"TH","10","El salario del miedo  (1953)   ","https://www.filmaffinity.com/es/film463225.html"
"TH","11","Los sobornados  (1953)   ","https://www.filmaffinity.com/es/film718330.html"
"TH","12","Reservoir Dogs  (1992)   ","https://www.filmaffinity.com/es/film137887.html"
"TH","13","Twin Peaks - Episodio piloto  (1990)   ","https://www.filmaffinity.com/es/film416085.html"
"TH","14","La noche del cazador  (1955)   ","https://www.filmaffinity.com/es/film488593.html"
"TH","15","El club de la lucha  (1999)   ","https://www.filmaffinity.com/es/film536945.html"
"TH","16","El caballero oscuro  (2008)   ","https://www.filmaffinity.com/es/film867354.html"
"TH","17","La mujer de la arena  (1964)   ","https://www.filmaffinity.com/es/film957823.html"
"TH","18","Encadenados  (1946)   ","https://www.filmaffinity.com/es/film144054.html"
"TH","19","La mujer del cuadro  (1944)   ","https://www.filmaffinity.com/es/film729872.html"
"TH","20","El secreto de sus ojos  (2009)   ","https://www.filmaffinity.com/es/film313601.html"
"TH","21","La jungla de asfalto  (1950)   ","https://www.filmaffinity.com/es/film920993.html"
"TH","22","Rififi  (1955)   ","https://www.filmaffinity.com/es/film482723.html"
"TH","23","Furia  (1936)   ","https://www.filmaffinity.com/es/film668444.html"
"TH","24","Casino  (1995)   ","https://www.filmaffinity.com/es/film765048.html"
"TH","25","La vida de los otros  (2006)   ","https://www.filmaffinity.com/es/film381846.html"
"TH","26","Los violentos años veinte  (1939)   ","https://www.filmaffinity.com/es/film732503.html"
"TH","27","Joker  (2019)   ","https://www.filmaffinity.com/es/film520214.html"
"TH","28","Las diabólicas  (1955)   ","https://www.filmaffinity.com/es/film159554.html"
"TH","29","Sospechosos habituales  (1995)   ","https://www.filmaffinity.com/es/film408515.html"
"TH","30","Origen  (2010)   ","https://www.filmaffinity.com/es/film971380.html"
"WE","1","El hombre que mató a Liberty Valance  (1962)   ","https://www.filmaffinity.com/es/film914839.html"
"WE","2","Sin perdón  (1992)   ","https://www.filmaffinity.com/es/film262344.html"
"WE","3","Hasta que llegó su hora  (1968)   ","https://www.filmaffinity.com/es/film100958.html"
"WE","4","El bueno, el feo y el malo  (1966)   ","https://www.filmaffinity.com/es/film277815.html"
"WE","5","El tesoro de Sierra Madre  (1948)   ","https://www.filmaffinity.com/es/film639765.html"
"WE","6","El viento  (1928)   ","https://www.filmaffinity.com/es/film631269.html"
"WE","7","Solo ante el peligro  (1952)   ","https://www.filmaffinity.com/es/film554741.html"
"WE","8","La muerte tenía un precio  (1965)   ","https://www.filmaffinity.com/es/film956445.html"
"WE","9","Centauros del desierto  (1956)   ","https://www.filmaffinity.com/es/film591096.html"
"WE","10","La diligencia  (1939)   ","https://www.filmaffinity.com/es/film288500.html"
"WE","11","Grupo salvaje  (1969)   ","https://www.filmaffinity.com/es/film256070.html"
"WE","12","Horizontes de grandeza  (1958)   ","https://www.filmaffinity.com/es/film825943.html"
"WE","13","Pasión de los fuertes  (1946)   ","https://www.filmaffinity.com/es/film556320.html"
"WE","14","Río Bravo  (1959)   ","https://www.filmaffinity.com/es/film342643.html"
"WE","15","Incidente en Ox-Bow  (1942)   ","https://www.filmaffinity.com/es/film138434.html"
"WE","16","Django desencadenado  (2012)   ","https://www.filmaffinity.com/es/film929558.html"
"WE","17","Dos hombres y un destino  (1969)   ","https://www.filmaffinity.com/es/film376708.html"
"WE","18","Río Rojo  (1948)   ","https://www.filmaffinity.com/es/film589383.html"
"WE","19","Johnny Guitar  (1954)   ","https://www.filmaffinity.com/es/film659185.html"
"WE","20","El Dorado  (1966)   ","https://www.filmaffinity.com/es/film743028.html"
"WE","21","Winchester 73  (1950)   ","https://www.filmaffinity.com/es/film353591.html"
"WE","22","Raíces profundas  (1953)   ","https://www.filmaffinity.com/es/film221448.html"
"WE","23","Fort Apache  (1948)   ","https://www.filmaffinity.com/es/film679123.html"
"WE","24","Misión de audaces  (1959)   ","https://www.filmaffinity.com/es/film687053.html"
"WE","25","Horizontes lejanos  (1952)   ","https://www.filmaffinity.com/es/film352376.html"
"WE","26","Las aventuras de Jeremiah Johnson  (1972)   ","https://www.filmaffinity.com/es/film720038.html"
"WE","27","Juntos hasta la muerte  (1949)   ","https://www.filmaffinity.com/es/film232558.html"
"WE","28","Por un puñado de dólares  (1964)   ","https://www.filmaffinity.com/es/film270893.html"
"WE","29","Pat Garrett y Billy el Niño  (1973)   ","https://www.filmaffinity.com/es/film347506.html"
"WE","30","Duelo en la alta sierra  (1962)   ","https://www.filmaffinity.com/es/film842098.html"
